Timestamp,Graduation Year,Concentration (or best guess),Prior CS background:,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","If not, why not?","If you have considered taking a CS class, why did you decide not to take it?",Do you have plans to take any CS courses in the future?,Are you interested in getting a:,"In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",Are you interested in pursuing a job with a quantitative focus after graduation?,What three words describe a computer science concentrator?,What made you decide to take your first CS course?,"Were there previous semesters in which you thought about taking a CS course but did not? If so, what stopped you from taking it before?",What were your impressions of the CS DEPARTMENT before you took your first class? After?,What were your impressions of CS students before you took your first class? After?,What was the best part of taking your first CS class?,What was the worst part of taking your first CS class?,"Do you think you‰Ûªll take another CS class? If so, why? If not, why not?",What three words would you use to describe a computer scientist concentrator?,Are you a CS Concentrator?,What CS classes have you taken?,How many years have you been programming?,What age did you start?,"Compared to others in your CS classes, you find your classes:",How good are you at programming compared to others in the CS classes you've taken?,How often do you go to office hours on average for your CS classes?,,How often do you think the average CS student goes to office hours?,How accessible is help in your CS classes?,How often do you interact with your CS professors outside of class?,How often do you interact with your CS class course staff?,"For a CS class with lectures twice a week, you attend lectures on average:","For a CS class with lectures twice a week, the average student attends lectures:",How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,What will you most likely pursue after graduation?,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/ job?,What three words would you use to describe a computer science concentrator?,What gender do you identify with,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? ","Do you have a role model and/or mentor in CS? If so, who? ",I like CS because I am interested in the CS problems I get to think about and solve.,"Do you feel you have a mentor in CS? If so, who?","Who would you ask for CS help, if anyone?",I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS primarily for some other reason:,How good are you at CS theory compared to others in the CS classes you've taken?,Secondary (if applicable),What subfield in tech industry would you be interested in working in?,What subfield in tech industry would you be interested in working in?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What is your estimated concentration GPA?,What race(s) do you identify with?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,Do you feel like you need more support in CS from:,,"Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you get the support you need for CS in terms of:,What subfield in tech industry would you be interested in working in?,,Are you a CS concentrator or intending to be a CS concentrator? ,Any comments on the accessibility of help?,How often do you interact with your professors?.
10/17/2015 20:43:55,2017,Statistics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I thought it would be a fun fourth class. ,,,,,A lot of it turned out to be review of what I did in high school. ,"Yes, definitely! It's been a ton of fun to do more CS and I look forward to learning more. ",,,,,,,,,,,,,,,,,,,,,,,,,Male,4,"Education, societal upbringing",Not much! Just that the people I work with on problem sets tend to be guys. ,,,,,,,,Computer Science,,,,,,Asian,,,,,,,,,,,
10/17/2015 20:51:41,2017,Statistics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Wanted to take CS50 with friends,,,"Pretty normal, maybe geekier than the average student",,Long nights coding,"Yes, interested in subject matter",,,,,,,,,,,,,,,,,,,,,,,,,Male,5,Stereotypes,(Slightly) Pushed me away from concentrating in CS ,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/17/2015 20:54:36,2017,Human Evolutionary Biology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"Advertising, hype",,,"I thought they were hardcore and cool, and I still think that. But I think too many people buy into and support the CS50 cult.",,"I struggled in every aspect. By the end, I still didn't know how to code because I was just trying to finish the pset every week without fully understanding what I was doing.","Yes, but I will actually take an intro course that will teach me things and not just give into the CS50 hype.",,,,,,,,,,,,,,,,,,,,,,,,,Female,4,More men seem to be interested in computer science and they excel at it.,It hasn't really affected me. ,,,,,,,,Global Health and Health Policy,,,,,,Asian,,,,,,,,,,,
10/17/2015 21:25:37,2016,Economics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"New Networks course - joint offering with Economics
Learned some Python over the summer and enjoyed it",,,Worked hard & long hours - unchanged impression,,N/A,"Probably not - did not take CS50 (prereq for many courses), and CS courses more theoretical & math-heavy than I'm interested in (more practical exposure to coding)",,,,,,,,,,,,,,,,,,,,,,,,,Male,2,Gender stereotypes,N/A,,,,,,,,English,,,,,,Asian,,,,,,,,,,,
10/17/2015 21:35:16,2017,Chemical and Physical Biology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,CS is super applicable to so many fields and I think it's a useful skill.,,,,,Losing sleep (class itself was a lot of fun!),"Yup! Planning on secondary. Material is super interesting and will be applicable to my future work, such as in computational biology research.",,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"Stereotypes that females aren't as good in tech or that they're more suited for other jobs. Also, competition that makes females feel out of place and isolated. Female self-doubt in regards to tech as well. ",Male presence a lot more noticeable in class; less confidence as a female. ,,,,,,,,Concentration,,,,,,Asian,,,,,,,,,,,
10/17/2015 21:47:26,2019,Mechanical engineering,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Concentration requirement and knowledge that CS is a useful skill,,,"Before: they're uber interlligent.
After: they're normal people who are really smart in CS.",,PSets.,No-I do not enjoy programming,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Lack of encouragement for women to pursue STEM,"Actually not much. Wics has provided female CS role models and many of my friends in CS are both male and female
",,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/17/2015 22:42:17,2017,Neurobiology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"because it's cs50.
also i wanted to be a better coder. coding is useful.",,,"I learned to code in high school independently so i have always considered a cs student. i don't have a general view of ""CS students,"" it's a diverse group.",,"cs 50 didn't feel like a class and I didn't like the format (sanders dim light, watching offline videos)","Yes, coding is useful and marketable.",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,"pre-college American culture that stem is hard/not for girls and perpetuated by ""nerd culture,"" where CS is seen as ""nerdy.""","i think this gap exists in higher level of classes/later stages in the CS path at Harvard. Due to good marketing + tech's popularity, intro CS classes like CS 50 has a good gender ratio i think.
BTW: you should make the email for the lottery in a separate section/form so the form responses are anonymous. (survey 101!)",,,,,,,,CS,,,,,,Asian,,,,,,,,,,,
03/11/16 11:05,2017,Mathematics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I was already interested in studying computer science before coming to Harvard.,,,Good impressions before and after. CS students are some of the most passionate and hardworking students at Harvard.,,Adjusting to the workload,"Yes, because I really enjoy computer science and the variety of courses offered.",,,,,,,,,,,,,,,,,,,,,,,,,Male,4,"Peer pressure, lack of good role models, lack of female CS faculty.",I think I (and others) would benefit greatly from having a more diverse group of friends to work with on CS psets and projects.,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 0:59:07,2019,Engineering Sciences,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Concentration requirement,,,Wonderful and talented! No change in impressions.,,Difficult p-sets,"No, coding is too difficult.",,,,,,,,,,,,,,,,,,,,,,,,,Female,5,Stigma and lack of encouragement in middle/high school,Unnoticeable since the people I study with are girls.,,,,,,,,Government,,,,,,Asian,,,,,,,,,,,
10/18/2015 1:26:18,2017,Psychology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Peer pressure,,,"Nerdy
Same",,P sets,No,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"Stereotypes
Lack of opportunities in high school",None,,,,,,,,History,,,,,,Asian,,,,,,,,,,,
10/18/2015 1:43:37,2016,BME,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"I think CS is a very useful skill, and enjoyed it when I took the AP class in high school. ",,,"My impression was that they were very smart, they wear a lot of free tshirts, and they stay up late at night. My impressions did not change much afterwards. ",,Staying up late for psets - it's hard to predict how long debugging will take,"If I have room in my schedule, but probably not since I have too many concentration requirements.",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,People perceive it to be very hard and might be scared away from it.,Not much since I haven't done too much with CS at Harvard,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 2:35:13,2017,HDRB,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"Thought CS was interesting from limited high school experience, and wanted to learn more at Harvard (and see what CS50 was like)",,,"Before - CS students seemed to have a lot of applicable skills and all be working on apps and websites. 
After - I think I understand what skills you get out of a CS class more clearly, and understand that CS students can be pretty diverse but are still male dominated, with heavy Asian American representation.",,A few long pset nights,"Yes - CS 50 and 51 taught me a lot, and I'm interested in other topics such as machine learning, data science, and networks. Better understanding of how to program well is also likely to be useful in whatever I choose to focus on in the future.",,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"Before college 
- implicit assumptions that math and more technical topics are harder for women
- different base levels of interest in CS between genders
During college
- (WICS is awesome and I'm glad it supports and encourages women to do CS) but
- during college you also hear more about policies or ""culture"" that make the tech space less welcome to women out in the workforce, which can discourage women from joining CS for fear of dropping out of the field anyways, a few years out of college.
","I think I would have taken more CS earlier in my career if there had not been this large of a gender gap (or perceived gender gap). Although throughout high school I had been proud to be a female student competing in math competitions with all the guys, it did feel isolating at times to be the only girl on a team, for example, and I think as college began, it felt less risky to study bio rather than jump into CS, where I would be in classes with people who had learned so many languages already, where competition for the best internships/jobs seemed to mostly go to men. I think for the first year / year and a half of college it felt that being premed was easier, and more guaranteed, with an abundance of successful women on the other side happy about their choice to pursue medicine. I don't know if changing the gender gap would have changed the way I approached CS and other more quantitative classes during freshman and sophomore year, but it would have made those areas feel a little more welcoming, and a little more possible to thrive in, to me as a bright-eyed freshman, amazed at how talented all my classmates were and not sure whether I could show I belonged.",,,,,,,,CS,,,,,,Asian,,,,,,,,,,,
10/18/2015 9:10:19,2018,Psychology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I thought I would like it.,,,"Before: they're smart. After: they're REALLY, REALLY, REALLY smart.",,CS50 is fast-paced and half the time I have no idea what the heck is going on.,Yes. I suck at thinking logically but I love the feeling of figuring out the code.,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,Misperception that CS is by nature for geeky guys but maybe I'm wrong.,I honestly haven't paid attention.,,,,,,,,CS,,,,,,Asian,,,,,,,,,,,
10/18/2015 10:57:16,2017,EPS/ESE ,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Concentration requirement,,,"Before, I thought of CS kids as intelligent people who wanted to ensure that they have a good career by sacrificing their free time now. After, I think mostly the same.",,The absolute time-suck that is CS50,No probably not. I'm just not that interested in it.,,,,,,,,,,,,,,,,,,,,,,,,,Male,4,Societal stigma against women in STEM,"If you go to CS50 office hours, for instance, you will not have many female TFs. It's pretty resoundingly male. ",,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 11:48:08,2019,STEM,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,CS 50 was an exciting brand that I wanted to experience.,,,,,There isn't as much community feel as I hoped. I do most of the work on my own.,"Yes, I want to continue with CS 51.",,,,,,,,,,,,,,,,,,,,,,,,,Male,4,Men tend to prefer quantitative disciplines at least culturally speaking.,Not much of an impact. There should not be a push to equalize the genders artificially. People who want to take CS should take CS.,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 12:17:53,2016,Government,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,CS50 had a big advertising push behind it when I came in as a freshman. Plus I had done some CS stuff before at a high school summer program and knew that I at least kind of liked it so I thought I would check it out at Harvard as well. ,,,I don't think I had any strong impressions of CS students before and I wouldn't say that I have any strong opinions now. Seems like a ton of different people take CS classes so I'm not sure what characteristics would be common across the whole group. ,,"That aspect of doing CS Psets where you can just pound your head against a problem for hours and hours and there's just some little, hard to find part of your code that is causing your work to break. Unlike with a lot of other types of assignments, sometimes it feels like the effort you expend on CS doesn't result in a better finished product (at least in the context of short-term pset projects). ","Nah, that ship has sailed, at this point I have much different academic interests. Would be cool just as like a skill based thing to learn, but I've got to apply my time to interests and issues that seem more urgent than just becoming a mildly better programmer. ",,,,,,,,,,,,,,,,,,,,,,,,,Male,3,The way that resources are allocated disproportionately to men and boys through educational institutions and how those resources are targeted disproportionately at men and boys instead of women and girls.,"I think it results in a less diverse and less interesting learning experience, and it makes it harder for women in CS classes. ",,,,,,,,African American Studies,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 13:09:20,2016,Math,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"CS50 just was made out to be a big deal, so I shopped it and thought the first lecture was interesting",,,Before thought CS was an esoteric field full of white boys who live in their parent's basement. After got a much better understanding/saw how it was relevant to all different fields + experiences.,,"The course kind of got hard overnight, which was difficult to deal with.",No -- I've taken plenty and want to spend my last semester taking a wider variety of courses.,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,"So I was a CS concentrator until my sophomore spring, when I switched to math. My reason for switching is that I saw the CS department more and more focusing on technology, rather than logic, which is what I was really interested in. And the other big thing is (which I think is more of a common experience) that people in the department view technology as an end, whereas I view it as a means to an end. I have no interest in making an interface for checking functional coverage of code (my freshman year internship at google) but love nothing more than coding to analyze political data and write about it (my junior internship at the New York Times). I want to make the world a better place, and it feels like the CS department is more fit for making technology better. I imagine many girls feel the same way. ",None. ,,,,,,,,Computer Science,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 13:10:14,2017,HDRB,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,CS is the future!,,,Pragmatic and great. Pragmatic and great and resilient.,,My lack of prior CS knowledge/experience,Maybe! If I can fit it into my schedule/find time to brush up on CS prior to the class.,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"I feel as though this tends to happen in general in STEM, at first it's predominantly male, and then females come in and even out the ratio. CS is still ""early"" enough to wear it's still not a balanced ratio.","More of my CS friends are male, but that's about it.",,,,,,,,Economincs,,,,,,Asian,,,,,,,,,,,
10/18/2015 13:37:24,2016,Integrative Biology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Want to learn bioinformatics,,,"before: very smart and technical, mathematical
after: very hip, coherent, ""cool"" culture, maybe less studious than i thought, logical",,don't really have friends taking the class (i'm a senior),"yes, i want to develop cs skills futther",,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"gender bias in general
girls not going after classes reputed to be hard, to be extremely time consuming
girls being taught that their strengths lie in emotional fields, not technical fields
girls being taught that they don't want to sit in front of a computer all day",more male tf's and ca's than female ones,,,,,,,,English,,,,,,"Asian, Caucasian",,,,,,,,,,,
10/18/2015 14:42:03,2017,Applied Math: Chem,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"I thought it would be useful to pick up a new skill and see if I liked it, especially because it's so valued in the job market/in research.  Also, it was freshman year so it seemed like a good time to explore.",,,"I didn't really have any prior impressions!  Afterward, I feel like CS is similarly welcoming to my home department (APMTH), though I have heard some negative impressions from people who are put off by the all-encompassing nature of cs50.",,"Collaboration was a little rough because a lot of people only wanted to team up with people they already knew from other courses, and even though a lot of my classmates weren't overtly sexist, there was an environment in which the girls had a bit of a tough time finding collaborators.","Yes, probably!  I shopped cs121 as a sophomore but just haven't had enough schedule space, so might take it next year.  It seems like a good theoretical complement, and I've heard that math people really benefit from it.  The only issue is whether I'm ready for the time commitment of another cs department class at the same time as taking math/chem/physics-type classes, since cs classes tend to be similarly demanding.",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,"In my (pre-college) experience, at least, there was a huge gap in quality of high school advising.  I was being sexually harassed by a guy in my 10th grade computer math class (the prereq for AP CS) and when I asked guidance what to do to not have this experience in AP CS, they advised me not to take computer science classes in the future (and I unfortunately took their advice for the rest of my hs career).  In less severe circumstances, women are often underestimated and advised to take lower courseloads, and the existing gender gap makes it less likely that any given woman has a female friend in the field to look to for advice/encouragement.  As a more general trend, the tendency of women to take one failure and see it as their fault rather than just a subject being difficult can really magnify this gap, especially in a subject like CS where there seems to be such a steep learning curve in the beginning.","In my first CS class, I worked with one other girl I knew from math/physics.  To be honest, while we learned a lot, it also felt kind of lonely and dismissive that people didn't reach out to us to collaborate even though we were managing the class well, and there seemed to be increased pressure to prove our worth, in a way that our male counterparts didn't.",,,,,,,,probably Physics,,,,,,Asian,,,,,,,,,,,
10/18/2015 15:10:58,2017,Applied Math,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Freshman year,,,,,Not enough direction/guidance,"Yes, need it for concentration requirements",,,,,,,,,,,,,,,,,,,,,,,,,Female,4,CS is a daunting concentration,Not too big of a deal,,,,,,,,CS,,,,,,Asian,,,,,,,,,,,
10/18/2015 15:12:58,2018,Molecular and Cellular Biology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,CS sounded fun. Thought it would very useful for other subjects. ,,,"I didn't really have a specific ""impression"" of CS students. Maybe I thought they were a bit more tech savvy than the average student. After taking my first class, my opinions didn't really change.",,"Lack of formal instruction in coding. To do problem sets, you had to learn a lot of things on your own. ","Probably not. I enjoyed my first CS class, but I found myself more interested in other subjects. ",,,,,,,,,,,,,,,,,,,,,,,,,Male,2,"Perception that CS is a ""nerdy"" discipline. ","In my class, I only knew male students in my class. I definitely noticed that there were a lot of female students too, I just didn't get to meet them. ",,,,,,,,None,,,,,,Asian,,,,,,,,,,,
10/18/2015 15:17:11,2018,MCB,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"I did CS as a kid, and enjoyed it.",,,"I wouldn't classify ""CS students"" into one group. I know some I like, and some I don't, which is true of every group.",,It was honestly a little boring. Turns out when you mess around with code as a middle schooler you can skip CS50.,"No. It's not relevant to my life, and my extra classes are for Gen Eds.",,,,,,,,,,,,,,,,,,,,,,,,,Male,4,"""Nerdier"" pursuits, such as CS, are often dominated by men, which make them seem less appealing for women.","The impact is irrelevant to learning CS. It is very relevant if one wishes to enter the CS world, which has diversity issues.",,,,,,,,Mathematics,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 15:19:57,2016,Economics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I hadn't taken any CS in High school and wanted to try CS50!,,,"Before: Very nerdy!
After: Still nerdy, but fun, working round-the-clock, and very down-to-earth!",,It was such a large class I felt a bit lost.,"Probably not, because I need to focus on my concentration and gen/ed requirements!",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,"I think girls in high school are not encouraged to take CS/STEM classes, and by the time they get to college, it's almost too late!","I think Harvard does a better job than most places encouraging girls to study CS, so it hasn't really affected my experience!",,,,,,,,VES,,,,,,"Asian, Caucasian",,,,,,,,,,,
10/18/2015 15:28:01,2018,Physics Math,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I thought it would have been an extremely useful tool to be able to master some cs. I think of doing work in the sciences and the kodeling power of CS is huge.,,,The impressions did not change and is not different from any other students.,,"I took CS 50 and thought that the course had an extremely structured system to support the students but the material covered was not clearly presented. There was no book, no notes that could be used. This was a huge problem for the midterms. I also think that the grades received for problem sets did not always reflect the amount of time spent nor the quality of the understanding of the topic. If you do the psets on your own it will take much longer than going to office hours but you will understand the topic much better. However going to office hours and getting the answers there is much easier and leads to better grades.",I think I will take more cs because I want to perfect my knowledge of the field and because I consider it very important.,,,,,,,,,,,,,,,,,,,,,,,,,Male,2,It is the misconception that women are less skilled in scientific subjects which is totally absurd.,I believe that at Harvard the gap is smaller than other universities. It does not affect much my experience here. ,,,,,,,,CS,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 15:35:53,2017,Statistics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"I was extremely interested in CS, and really wanted to take one.",,,CS students are very dedicated and spend a lot of time constantly working on their code.,,The learning curve. ,"Yes, because I'm tired of the TFs in CS50 telling me that my questions are outside the scope of this course.",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,"Just like men tend not to concentrate in Women and Gender Studies or English, women don't tend to concentrate in CS. ","More women should concentrate in CS! Because there's a gender gap, less women are likely to become entrepreneurs and coders. Furthermore, more men are involved in the entrepreneurial spirit of Harvard.",,,,,,,,CS,,,,,,Asian,,,,,,,,,,,
10/18/2015 15:46:05,2018,HDRB,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,CS50 looked amazing.,,,They seemed like driven people. I think that they are much more personal than I thought,,I hated pulling all nighters.,"Maybe, because CS is such a useful skill.",,,,,,,,,,,,,,,,,,,,,,,,,Male,3,"Culture, and barrier to entry.",Not much.,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 15:50:38,2017,Mechanical Engineering,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Concentration requirement.,,,"Before, normal people. After, crazy smart people who never sleep.",,The Psets were too hard for a starting class.,"No, not here. I took it in high school for the AP test and it was great and I loved it. The CS here just beats you to death with work.",,,,,,,,,,,,,,,,,,,,,,,,,Female,1,N/A,N/A,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 16:28:10,2017,social studies,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I thought it used creative problem solving skills which I am good at,,,that they are good at creative thinking,,How helpless it makes you feel when you dont understand something,would take a CS class that is not cs50 becasue i did not like the culture surrounding it,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,that guys generally are more pushed towards the sciences whereas girls are encouraged to look at hte humanities,i havent felt it here,,,,,,,,,,,,,,middle eastern,,,,,,,,,,,
10/18/2015 16:36:58,2016,Philosophy,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"Was thinking about studying engineering, CS50 was a requirement.",,,"Didn't really have an impression before. Now, my impression is that in general there is a lot of diversity within CS. However, many CS students seem to fall into two categories: one is really chill and laid back, the other is like section kids on steroids: really annoying, grade-grubbing try-hards.  ",,"I've taken five CS classes at Harvard and the worst one by far was the first one I took (CS50). compared to the other classes, I learned way less. CS50 isn't a class, its the David Malan show... all fanfare no content. major let down.",Yes. I like programming.,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Women are more interested in pursuing careers outside of tech/do not enjoy programming as much as men on average.,none,,,,,,,,Computer Science,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 16:55:04,2016,Government,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I have enough friends concentrating in CS that I decided I should at elast give CS50 a chance. ,,,CS50 didn't really affect my impression of CS students since most of the students in that class aren't actually CS students.,,"I didn't find code that exciting or enjoyable, so it was just kind of a time suck.",No. I didn't really enjoy it. ,,,,,,,,,,,,,,,,,,,,,,,,,Male,4,Broader social norms and gender stereotypes.,My CS experience was very solitary so I didn't notice a big impact.,,,,,,,,Mathematical Sciences,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 17:26:58,2018,HDRB,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"While applying to jobs, a lot of them would ask if I had some computer science skill. It seem like a must-do thing to learn.",,,"CS students were very troubled with pset. However, they learned how to code after. ",,"Very big learning curve.
Not equipped with proper elementary techniques. ",I will take another CS class if there were more support from the professors and TFs. ,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,Different interest. Women tend to be more artistic.,I do not know. ,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 17:59:32,2017,Applied Math - Computational Biology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I wanted to major in CS and work in Silicon Valley.,,,"Before: Smart, cutting-edge, cool.
After: Cutting-edge, willing to put hours and hours into work.",,I felt that I learned nothing.,"Yes.
I want to take 124 because I think an algorithms class sounds very cool/interesting and useful. (Although I have heard some very bad things about the class.)
I'm not going to take a lot of CS classes because I really felt that I gained nothing from the classes. ",,,,,,,,,,,,,,,,,,,,,,,,,Male,4,"I think it's a problem in the hard-sciences of STEM in general, and I'm not sure what causes it.
I started taking OEB classes this semester, and it took me a week to realize what was so strange: 80% of the class was female - and they spoke in class!! Throughout most of my math and CS classes, I barely heard women talk or ask questions.","I see female friends who have no female friends in their concentration, and whose job offers are all belittled and credited to their gender, not their accomplishments. ",,,,,,,,NELC - Near East in Antiquity,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 18:15:05,2017,IB,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I think coding is a useful life skill for any field you go into.,,,,,It's time-consuming.,No.  I think I can pick up other languages with help and with these basics that I will have acquired by the end of this term.,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,"It seems like the culture of computer science is a little unfriendly to women, or isn't attractive to them.","It doesn't affect me too much because I'm only taking one CS class, and I don't attend lectures.",,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 18:30:08,2018,Economics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,My friends suggested that I take the course with them.,,,None of the CS students seemed very happy. The impressions have not changed.,,The lack of structure in teaching (most of the course material seems designed to be self-taught),"No, I do not think CS is the right subject for me.",,,,,,,,,,,,,,,,,,,,,,,,,Male,1,I am not aware of any gender gap,There was no impact on my experience.,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 18:39:10,2017,Human Developmental and Regenerative Biology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Wanted to see if CS for me because knowing how to code is in high demand right now and they make a lot of money after graduating college.,,,"Before - Coding is easy.
After - Coding is hard.",,Spending hours debugging,Nope. Coding is ensuring a sedentary lifestyle with eyes glued to the screen and I feel that it is detrimental to my health.,,,,,,,,,,,,,,,,,,,,,,,,,Male,3,Guys seem more interested in coding than girls are.,No impact.,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 19:06:01,2016,Engineering Sciences,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Requirement for major (and it sounded fun),,,"CS students are cool... I took CS50, so it wasn't really overwhelmingly CS people",,"Mainly just that it was a lot of work, but it was in a good way and I really enjoyed it",No - not enough time,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,Fewer women in related majors? less previous experience?,"Didn't really have one, I think",,,,,,,,GHHP,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:17:45,2018,Philosophy,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,The hype everyone puts on CS50,,,I thought they were very interesting and strong for taking such an insane class. ,,Didn't realize how challenging and time consuming the class would be. ,Probably not. It's not really what I see myself going into.,,,,,,,,,,,,,,,,,,,,,,,,,Female,1,None,None,,,,,,,,Chemistry,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:25:16,2016,Biomedical Engineering,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Concentration requirement.,,,"Before: All had taken multiple CS classes prior to Harvard
After: Most had taken previous CS classes, though not all.",,The enormous class size.,"No, not enough time in my schedule",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Negative perceptions of women in CS,Males felt much more comfortable concentrating in CS without prior background.,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
